id,detailed_type,categ_id,default_code,name,sale_ok,purchase_ok,uom_id,uom_po_id,route_ids
setup.product_template.0962,product,Ingredients / Flavors - Sweeteners - Colors,RFA205,Flavor - Raspberry ZE21410 NAT,0,1,g,kg,Buy
setup.product_template.0963,product,Ingredients / Flavors - Sweeteners - Colors,RFA207,Flavor - Rocket Pop FCI 80045184,0,1,g,kg,Buy
setup.product_template.0964,product,Ingredients / Flavors - Sweeteners - Colors,RFA208,Flavor - Rum CF-3100596,0,1,g,kg,Buy
setup.product_template.0965,product,Ingredients / Flavors - Sweeteners - Colors,RFA211,Flavor - Sour Gummy 652729 N&A,0,1,g,kg,Buy
setup.product_template.0966,product,Ingredients / Flavors - Sweeteners - Colors,RFA213,Flavor - Spearmint 23-06-0066SD1 NAT,0,1,g,kg,Buy
setup.product_template.0967,product,Ingredients / Flavors - Sweeteners - Colors,RFA218,Flavor - Strawberry Kiwi ZE15003 N&A,0,1,g,kg,Buy
setup.product_template.0968,product,Ingredients / Flavors - Sweeteners - Colors,RFA220,Flavor - Strawberry ZE25703,0,1,g,kg,Buy
setup.product_template.0969,product,Ingredients / Flavors - Sweeteners - Colors,RFA222,Flavor - Tiger's Blood 26-16-0110SD2 N&A,0,1,g,kg,Buy
setup.product_template.0970,product,Ingredients / Flavors - Sweeteners - Colors,RFA223,Flavor - Tropical Fruit 944.2048U,0,1,g,kg,Buy
setup.product_template.0971,product,Ingredients / Flavors - Sweeteners - Colors,RFA224,Flavor - Tutti frutti 28-17-0101SD (organic),0,1,g,kg,Buy
setup.product_template.0972,product,Ingredients / Flavors - Sweeteners - Colors,RFA225,Flavor - Vanilla 23-16-0058SD2 NAT,0,1,g,kg,Buy
setup.product_template.0973,product,Ingredients / Flavors - Sweeteners - Colors,RFA227,Flavor - Vanilla bean 10MS818374,0,1,g,kg,Buy
setup.product_template.0974,product,Ingredients / Flavors - Sweeteners - Colors,RFA228,Flavor - Vanilla FAQV021 N/A,0,1,g,kg,Buy
setup.product_template.0975,product,Ingredients / Flavors - Sweeteners - Colors,RFA230,Flavor - Vanilla Ice Cream ZE33158,0,1,g,kg,Buy
setup.product_template.0976,product,Ingredients / Flavors - Sweeteners - Colors,RFA231,Flavor - Vanilla WD76 33523,0,1,g,kg,Buy
setup.product_template.0977,product,Ingredients / Flavors - Sweeteners - Colors,RFA233,Flavor - Watermelon AI46,0,1,g,kg,Buy
setup.product_template.0978,product,Ingredients / Flavors - Sweeteners - Colors,RFA234,Flavor - Watermelon Candy 94073184,0,1,g,kg,Buy
setup.product_template.0979,product,Ingredients / Flavors - Sweeteners - Colors,RFA237,Flavor - Watermelon ZE10150 NAT,0,1,g,kg,Buy
setup.product_template.0980,product,Ingredients / Flavors - Sweeteners - Colors,RFA238,Flavor - White Cherry CF-3100593,0,1,g,kg,Buy
setup.product_template.0981,product,Ingredients / Flavors - Sweeteners - Colors,RFA239,Flavor - White Wine 28-10-0024SD2 NAT,0,1,g,kg,Buy
setup.product_template.0982,product,Ingredients / Flavors - Sweeteners - Colors,RFA240,Flavor - Yogurt CF3100483,0,1,g,kg,Buy
setup.product_template.0983,product,Ingredients / Flavors - Sweeteners - Colors,RFA242,Flavor - Pineapple Mango ZE06969 N&A,0,1,g,kg,Buy
setup.product_template.0984,product,Ingredients / Flavors - Sweeteners - Colors,RFA245,Flavor - Apple ZE24407,0,1,g,kg,Buy
setup.product_template.0985,product,Ingredients / Flavors - Sweeteners - Colors,RFA247,Flavor - Pumpkin Pie Spice ZE24404,0,1,g,kg,Buy
setup.product_template.0986,product,Ingredients / Flavors - Sweeteners - Colors,RFA249,Fructose,0,1,g,kg,Buy
setup.product_template.0987,product,Ingredients / Flavors - Sweeteners - Colors,RFA253,Monk fruit 50% (Lo Cal),0,1,g,kg,Buy
setup.product_template.0988,product,Ingredients / Flavors - Sweeteners - Colors,RFA254,NATURAL Blue Color P50 489015780,0,1,g,kg,Buy
setup.product_template.0989,product,Ingredients / Flavors - Sweeteners - Colors,RFA256,NATURAL Green AAA2171749,0,1,g,kg,Buy
setup.product_template.0990,product,Ingredients / Flavors - Sweeteners - Colors,RFA258,NATURAL Orange Paprika P22,0,1,g,kg,Buy
setup.product_template.0991,product,Ingredients / Flavors - Sweeteners - Colors,RFA259,Natural purple goji AAA2397,0,1,g,kg,Buy
setup.product_template.0992,product,Ingredients / Flavors - Sweeteners - Colors,RFA261,NATURAL Red Color P04,0,1,g,kg,Buy
setup.product_template.0993,product,Ingredients / Flavors - Sweeteners - Colors,RFA263,NATURAL Red P30 6227883 200 01M,0,1,g,kg,Buy
setup.product_template.0994,product,Ingredients / Flavors - Sweeteners - Colors,RFA265,NATURAL YELLOW Turmeric P15,0,1,g,kg,Buy
setup.product_template.0995,product,Ingredients / Flavors - Sweeteners - Colors,RFA268,Peanut flour 521264,0,1,g,kg,Buy
setup.product_template.0996,product,Ingredients / Flavors - Sweeteners - Colors,RFA269,Stevia 97% Reb-A PureCircle,0,1,g,kg,Buy
setup.product_template.0997,product,Ingredients / Flavors - Sweeteners - Colors,RFA270,Organic Stevia FSE - (Shangdong Huaxian),0,1,g,kg,Buy
setup.product_template.0998,product,Ingredients / Flavors - Sweeteners - Colors,RFA271,Sucralose,0,1,g,kg,Buy
setup.product_template.0999,product,Ingredients / Flavors - Sweeteners - Colors,RFA272,Sunwin Stevia Reb A 80 SM 31 FAOP803,0,1,g,kg,Buy
setup.product_template.1000,product,Ingredients / Flavors - Sweeteners - Colors,RFA276,Malic Acid,0,1,g,kg,Buy
setup.product_template.1001,product,Ingredients / Flavors - Sweeteners - Colors,RFA277,Citric Acid 200 mesh #3191074 450 01M,0,1,g,kg,Buy
setup.product_template.1002,product,Ingredients / Flavors - Sweeteners - Colors,RFA278,Tartaric acid,0,1,g,kg,Buy
setup.product_template.1003,product,Ingredients / Flavors - Sweeteners - Colors,RFA279,Flavor - Lemon SD012025,0,1,g,kg,Buy
setup.product_template.1004,product,Ingredients / Flavors - Sweeteners - Colors,RFA280,Flavor - Gummy Fish 10MS829045,0,1,g,kg,Buy
setup.product_template.1005,product,Ingredients / Flavors - Sweeteners - Colors,RFA281,Flavor - Strawberry BI95 NAT,0,1,g,kg,Buy
setup.product_template.1006,product,Ingredients / Flavors - Sweeteners - Colors,RFA282,Flavor - Strawberry 915.2241U,0,1,g,kg,Buy
setup.product_template.1007,product,Ingredients / Flavors - Sweeteners - Colors,RFA283,Flavor - Cherry UE-1893 NA FLVP,0,1,g,kg,Buy
setup.product_template.1008,product,Ingredients / Flavors - Sweeteners - Colors,RFA284,Flavor - Orange UE-1890 NA FLVP,0,1,g,kg,Buy
setup.product_template.1009,product,Ingredients / Flavors - Sweeteners - Colors,RFA285,Flavor - Mango UE-1892 WONF FLVP,0,1,g,kg,Buy
setup.product_template.1010,product,Ingredients / Flavors - Sweeteners - Colors,RFA286,Flavor - Pineapple UE-1891 WONF FLVP,0,1,g,kg,Buy
setup.product_template.1011,product,Ingredients / Flavors - Sweeteners - Colors,RFA289,Flavor - Rainbow candy AF40921,0,1,g,kg,Buy
setup.product_template.1012,product,Ingredients / Flavors - Sweeteners - Colors,RFA290,Exberry fiesta pink 51420002,0,1,g,kg,Buy
setup.product_template.1013,product,Ingredients / Flavors - Sweeteners - Colors,RFA292,Cream plus vanilla 49509,0,1,g,kg,Buy
setup.product_template.1014,product,Ingredients / Flavors - Sweeteners - Colors,RFA293,Flavor - Fat 20253,0,1,g,kg,Buy
setup.product_template.1015,product,Ingredients / Flavors - Sweeteners - Colors,RFA294,Flavor - Peanut butter 20295,0,1,g,kg,Buy
setup.product_template.1016,product,Ingredients / Flavors - Sweeteners - Colors,RFA295,Flavor - Salt enhancement E_1897296,0,1,g,kg,Buy
setup.product_template.1017,product,Ingredients / Flavors - Sweeteners - Colors,RFA297,Flavor - Blood orange ZE48841,0,1,g,kg,Buy
setup.product_template.1018,product,Ingredients / Flavors - Sweeteners - Colors,RFA298,Flavor - Blue raspberry 906.2287U,0,1,g,kg,Buy
setup.product_template.1019,product,Ingredients / Flavors - Sweeteners - Colors,RFA299,Flavor - Blue raspberry 4050B,0,1,g,kg,Buy
setup.product_template.1020,product,Ingredients / Flavors - Sweeteners - Colors,RFA300,Flavor - Grape 856.2097U,0,1,g,kg,Buy
setup.product_template.1021,product,Ingredients / Flavors - Sweeteners - Colors,RFA301,Flavor - Grape FAPN633,0,1,g,kg,Buy
setup.product_template.1022,product,Ingredients / Flavors - Sweeteners - Colors,RFA302,Flavor - Non-dairy cream 49500,0,1,g,kg,Buy
setup.product_template.1023,product,Ingredients / Flavors - Sweeteners - Colors,RFA304,Flavor - Strawberry SD010822,0,1,g,kg,Buy
setup.product_template.1024,product,Ingredients / Flavors - Sweeteners - Colors,RFA305,Flavor - Sweet modifier E_1962971,0,1,g,kg,Buy
setup.product_template.1025,product,Ingredients / Flavors - Sweeteners - Colors,RFA306,Flavor - Apple FAQS218,0,1,g,kg,Buy
setup.product_template.1026,product,Ingredients / Flavors - Sweeteners - Colors,RFA307,Flavor - Lemon ZE46962,0,1,g,kg,Buy
setup.product_template.1027,product,Ingredients / Flavors - Sweeteners - Colors,RFA312,Flavor - Black tea ZE38709,0,1,g,kg,Buy
setup.product_template.1028,product,Ingredients / Flavors - Sweeteners - Colors,RFA313,Flavor - White Peach ZE49654,0,1,g,kg,Buy
setup.product_template.1029,product,Ingredients / Flavors - Sweeteners - Colors,RFA314,Steviol Glycosides Reb M 95%,0,1,g,kg,Buy
setup.product_template.1030,product,Ingredients / Flavors - Sweeteners - Colors,RFA315,Flavor - Orange PE05,0,1,g,kg,Buy
setup.product_template.1031,product,Ingredients / Flavors - Sweeteners - Colors,RFA316,Flavor - Blueberry JU09,0,1,g,kg,Buy
setup.product_template.1032,product,Ingredients / Flavors - Sweeteners - Colors,RFA317,Flavor - Dairy EM36,0,1,g,kg,Buy
setup.product_template.1033,product,Ingredients / Flavors - Sweeteners - Colors,RFA319,Flavor - Pineapple SK51,0,1,g,kg,Buy
setup.product_template.1034,product,Ingredients / Flavors - Sweeteners - Colors,RFA320,Flavor - Strawberry CW48,0,1,g,kg,Buy
setup.product_template.1035,product,Ingredients / Flavors - Sweeteners - Colors,RFA323,Flavor - Macoun Apple AX48,0,1,g,kg,Buy
setup.product_template.1036,product,Ingredients / Flavors - Sweeteners - Colors,RFA324,Flavor - Cookies and cream NV33,0,1,g,kg,Buy
setup.product_template.1037,product,Ingredients / Flavors - Sweeteners - Colors,RFA327,Flavor - Blue Raspberry 906.2348U,0,1,g,kg,Buy
setup.product_template.1038,product,Ingredients / Flavors - Sweeteners - Colors,RFA328,Flavor - Snow cone 852.2324U,0,1,g,kg,Buy
setup.product_template.1039,product,Ingredients / Flavors - Sweeteners - Colors,RFA329,Flavor - Taste modifier 936.2162U,0,1,g,kg,Buy
setup.product_template.1040,product,Ingredients / Flavors - Sweeteners - Colors,RFA330,Flavor - Green apple 803.0383U,0,1,g,kg,Buy
setup.product_template.1041,product,Ingredients / Flavors - Sweeteners - Colors,RFA331,Flavor - Amino acid modifier 936.3338U,0,1,g,kg,Buy
setup.product_template.1042,product,Ingredients / Flavors - Sweeteners - Colors,RFA333,Flavor - Vanilla 23639,0,1,g,kg,Buy
setup.product_template.1043,product,Ingredients / Flavors - Sweeteners - Colors,RFA335,Flavor - Grape 8056A,0,1,g,kg,Buy
setup.product_template.1044,product,Ingredients / Flavors - Sweeteners - Colors,RFA337,Bitter masker FARA259 NAT,0,1,g,kg,Buy
setup.product_template.1045,product,Ingredients / Flavors - Sweeteners - Colors,RFA338,Flavor - Acai berry pomegranate FAPF766,0,1,g,kg,Buy
setup.product_template.1046,product,Ingredients / Flavors - Sweeteners - Colors,RFA342,Sweta-S,0,1,g,kg,Buy
setup.product_template.1047,product,Ingredients / Flavors - Sweeteners - Colors,RFA344,RHA215,0,1,g,kg,Buy
setup.product_template.1048,product,Ingredients / Flavors - Sweeteners - Colors,RFA345,Xanthan gum 80 mesh,0,1,g,kg,Buy
setup.product_template.1049,product,Ingredients / Flavors - Sweeteners - Colors,RFA346,Guar gum Pre-Hydrated 8/24,0,1,g,kg,Buy
setup.product_template.1050,product,Ingredients / Flavors - Sweeteners - Colors,RFA347,Ticaloid Ultrasmooth powder non-GMO,0,1,g,kg,Buy
setup.product_template.1051,product,Ingredients / Flavors - Sweeteners - Colors,RFA348,Ticaloid Ultrasmooth CLEAN LABEL (CL),0,1,g,kg,Buy
setup.product_template.1052,product,Ingredients / Flavors - Sweeteners - Colors,RFA350,Flavor - Bitter blocker 10LS804267,0,1,g,kg,Buy
setup.product_template.1053,product,Ingredients / Flavors - Sweeteners - Colors,RFA352,Flavor - Blood Orange 23742,0,1,g,kg,Buy
setup.product_template.1054,product,Ingredients / Flavors - Sweeteners - Colors,RFA355,Flavor - Blue Raspberry 24174,0,1,g,kg,Buy
setup.product_template.1055,product,Ingredients / Flavors - Sweeteners - Colors,RFA356,Flavor - Graham Cracker NX21,0,1,g,kg,Buy
setup.product_template.1056,product,Ingredients / Flavors - Sweeteners - Colors,RFA357,Flavor - Chocolate TY81,0,1,g,kg,Buy
setup.product_template.1057,product,Ingredients / Flavors - Sweeteners - Colors,RFA359,Flavor - White Grapefruit ZE45315,0,1,g,kg,Buy
setup.product_template.1058,product,Ingredients / Flavors - Sweeteners - Colors,RFA361,Flavor - Vegetable masker MET0019652,0,1,g,kg,Buy
setup.product_template.1059,product,Ingredients / Flavors - Sweeteners - Colors,RFA365,Flavor - Blue raspberry 21689,0,1,g,kg,Buy
setup.product_template.1060,product,Ingredients / Flavors - Sweeteners - Colors,RFA367,Flavor - Arctic White ZE49657,0,1,g,kg,Buy
setup.product_template.1061,product,Ingredients / Flavors - Sweeteners - Colors,RFA368,Flavor - Citrulline blocker 24216,0,1,g,kg,Buy
setup.product_template.1062,product,Ingredients / Flavors - Sweeteners - Colors,RFA370,Flavor - Lemon E21029831,0,1,g,kg,Buy
setup.product_template.1063,product,Ingredients / Flavors - Sweeteners - Colors,RFA372,Flavor - Lemonade 862.2242U,0,1,g,kg,Buy
setup.product_template.1064,product,Ingredients / Flavors - Sweeteners - Colors,RFA373,Flavor - Mojito FV16,0,1,g,kg,Buy
setup.product_template.1065,product,Ingredients / Flavors - Sweeteners - Colors,RFA375,Flavor - Watermelon 23404,0,1,g,kg,Buy
setup.product_template.1066,product,Ingredients / Flavors - Sweeteners - Colors,RFA387,Flavor - Bitter Blocker 41791,0,1,g,kg,Buy
setup.product_template.1067,product,Ingredients / Flavors - Sweeteners - Colors,RFA403,Flavor - Margarita RK28,0,1,g,kg,Buy
setup.product_template.1068,product,Ingredients / Flavors - Sweeteners - Colors,RFA409,Flavor - Vanilla Cream 10MS821131,0,1,g,kg,Buy
setup.product_template.1069,product,Ingredients / Flavors - Sweeteners - Colors,RFA413,Flavor - Spearmint HV95,0,1,g,kg,Buy
setup.product_template.1070,product,Ingredients / Flavors - Sweeteners - Colors,RFA429,Flavor - N&A Fruit Punch 7170001,0,1,g,kg,Buy
setup.product_template.1071,product,Ingredients / Flavors - Sweeteners - Colors,RFA430,Flavor - Masker 10LS829864,0,1,g,kg,Buy
setup.product_template.1072,product,Ingredients / Flavors - Sweeteners - Colors,RFA431,Flavor - Bombsicle TC127849,0,1,g,kg,Buy
setup.product_template.1073,product,Ingredients / Flavors - Sweeteners - Colors,RFA432,Flavor - Fruit Punch A19-003939,0,1,g,kg,Buy
setup.product_template.1074,product,Ingredients / Flavors - Sweeteners - Colors,RFA433,Flavor - Red Punch UE2246,0,1,g,kg,Buy
setup.product_template.1075,product,Ingredients / Flavors - Sweeteners - Colors,RFA434,Flavor - Masker A19-003940,0,1,g,kg,Buy
setup.product_template.1076,product,Ingredients / Flavors - Sweeteners - Colors,RFA435,Flavor - Blue Raspberry 10MS829865,0,1,g,kg,Buy
setup.product_template.1077,product,Ingredients / Flavors - Sweeteners - Colors,RFA436,Flavor - Mixed Berry 09017204,0,1,g,kg,Buy
setup.product_template.1078,product,Ingredients / Flavors - Sweeteners - Colors,RFA438,Flavor - Organic Certified Blackberry CF-3100644,0,1,g,kg,Buy
setup.product_template.1079,product,Ingredients / Flavors - Sweeteners - Colors,RFA439,Inclusions - Dark Chocolate Crunch 83139766,0,1,g,kg,Buy
setup.product_template.1080,product,Ingredients / Flavors - Sweeteners - Colors,RFA440,Flavor - Dark Chocolate ZE14148,0,1,g,kg,Buy
setup.product_template.1081,product,Ingredients / Flavors - Sweeteners - Colors,RFA441,Flavor - Mixed Berry 28-17-0114SD ORGANIC,0,1,g,kg,Buy
setup.product_template.1082,product,Ingredients / Flavors - Sweeteners - Colors,RFA442,Flavor - Raspberry ZE49584,0,1,g,kg,Buy
setup.product_template.1083,product,Ingredients / Flavors - Sweeteners - Colors,RFA443,Flavor - Strawberry 915.1038U,0,1,g,kg,Buy
setup.product_template.1084,product,Ingredients / Flavors - Sweeteners - Colors,RFA444,Flavor - Vanilla Cream ZE53415,0,1,g,kg,Buy
setup.product_template.1085,product,Ingredients / Flavors - Sweeteners - Colors,RFA445,Flavor - Masker QR6136353,0,1,g,kg,Buy
setup.product_template.1086,product,Ingredients / Flavors - Sweeteners - Colors,RFA446,Flavor - Masker QR46,0,1,g,kg,Buy
setup.product_template.1087,product,Ingredients / Flavors - Sweeteners - Colors,RFA447,Flavor - Watermelon  929.0539U,0,1,g,kg,Buy
setup.product_template.1088,product,Ingredients / Flavors - Sweeteners - Colors,RFA448,Flavor - Watermelon  929.0023U,0,1,g,kg,Buy
setup.product_template.1089,product,Ingredients / Flavors - Sweeteners - Colors,RFA449,Flavor - Watermelon FAQR537,0,1,g,kg,Buy
setup.product_template.1090,product,Ingredients / Flavors - Sweeteners - Colors,RFA461,Flavor - Black Cherry FAMO704,0,1,g,kg,Buy
setup.product_template.1091,product,Ingredients / Flavors - Sweeteners - Colors,RFA462,Flavor - Lemonade FAPD796,0,1,g,kg,Buy
setup.product_template.1092,product,Ingredients / Flavors - Sweeteners - Colors,RFA463,Flavor - Cherry ZE10145 NAT,0,1,g,kg,Buy
setup.product_template.1093,product,Ingredients / Flavors - Sweeteners - Colors,RFA464,Flavor - Cherry Limeade 5592A NAT,0,1,g,kg,Buy
setup.product_template.1094,product,Ingredients / Flavors - Sweeteners - Colors,RFA465,Flavor - Freedom Pop AF103432,0,1,g,kg,Buy
setup.product_template.1095,product,Ingredients / Flavors - Sweeteners - Colors,RFA467,Inclusions - Graham Crunch 43622895,0,1,g,kg,Buy
setup.product_template.1096,product,Ingredients / Flavors - Sweeteners - Colors,RFA468,Flavor - Mango 870.0235U,0,1,g,kg,Buy
setup.product_template.1097,product,Ingredients / Flavors - Sweeteners - Colors,RFA469,Flavor - Pineapple 895.0099U,0,1,g,kg,Buy
setup.product_template.1098,product,Ingredients / Flavors - Sweeteners - Colors,RFA470,Beta Carotene Color E21153166,0,1,g,kg,Buy
setup.product_template.1099,product,Ingredients / Flavors - Sweeteners - Colors,RFA471,Flavor - Pink Lemonade 862.0078U,0,1,g,kg,Buy
setup.product_template.1100,product,Ingredients / Flavors - Sweeteners - Colors,RFA472,Flavor - FlavorSweet 40028165,0,1,g,kg,Buy
setup.product_template.1101,product,Ingredients / Flavors - Sweeteners - Colors,RFA473,Flavor - Watermelon ZE38467,0,1,g,kg,Buy
setup.product_template.1102,product,Ingredients / Flavors - Sweeteners - Colors,RFA474,Flavor - Blue Raspberry E_1892173,0,1,g,kg,Buy
setup.product_template.1103,product,Ingredients / Flavors - Sweeteners - Colors,RFA475,Flavor - Cantaloupe JP63,0,1,g,kg,Buy
setup.product_template.1104,product,Ingredients / Flavors - Sweeteners - Colors,RFA477,Flavor - Strawberry JG75,0,1,g,kg,Buy
setup.product_template.1105,product,Ingredients / Flavors - Sweeteners - Colors,RFA478,Flavor - Kiwi SY14,0,1,g,kg,Buy
setup.product_template.1106,product,Ingredients / Flavors - Sweeteners - Colors,RFA479,Flavor - Strawberry FAPU710,0,1,g,kg,Buy
setup.product_template.1107,product,Ingredients / Flavors - Sweeteners - Colors,RFA480,Flavor - Watermelon 94037214,0,1,g,kg,Buy
setup.product_template.1108,product,Ingredients / Flavors - Sweeteners - Colors,RFA481,Flavor - Cherry CJ91,0,1,g,kg,Buy
setup.product_template.1109,product,Ingredients / Flavors - Sweeteners - Colors,RFA482,Flavor - Lime FAPS477,0,1,g,kg,Buy
setup.product_template.1110,product,Ingredients / Flavors - Sweeteners - Colors,RFA483,Flavor - Lime RF21,0,1,g,kg,Buy
setup.product_template.1111,product,Ingredients / Flavors - Sweeteners - Colors,RFA484,Flavor - Fried Dough LC22,0,1,g,kg,Buy
setup.product_template.1112,product,Ingredients / Flavors - Sweeteners - Colors,RFA485,Flavor - Cinnamon Spice HU76,0,1,g,kg,Buy
setup.product_template.1113,product,Ingredients / Flavors - Sweeteners - Colors,RFA486,Flavor - Mint Chocolate UC51,0,1,g,kg,Buy
setup.product_template.1114,product,Ingredients / Flavors - Sweeteners - Colors,RFA487,Flavor - Peppermint HF84,0,1,g,kg,Buy
setup.product_template.1115,product,Ingredients / Flavors - Sweeteners - Colors,RFA488,Flavor - Raspberry AF41104,0,1,g,kg,Buy
setup.product_template.1116,product,Ingredients / Flavors - Sweeteners - Colors,RFA490,Flavor - Coffee TM98,0,1,g,kg,Buy
setup.product_template.1117,product,Ingredients / Flavors - Sweeteners - Colors,RFA491,Flavor - Hazelnut 28-07-0118SD1,0,1,g,kg,Buy
setup.product_template.1118,product,Ingredients / Flavors - Sweeteners - Colors,RFA492,Flavor - Coconut Chocolate Caramel UD43,0,1,g,kg,Buy
setup.product_template.1119,product,Ingredients / Flavors - Sweeteners - Colors,RFA493,Flavor - Matcha Green Tea U_0026528,0,1,g,kg,Buy
setup.product_template.1120,product,Ingredients / Flavors - Sweeteners - Colors,RFA494,Flavor - Green Tea TR44,0,1,g,kg,Buy
setup.product_template.1121,product,Ingredients / Flavors - Sweeteners - Colors,RFA495,Flavor - Strawberry BD12,0,1,g,kg,Buy
setup.product_template.1122,product,Ingredients / Flavors - Sweeteners - Colors,RFA497,Flavor - Organic French Vanilla 28-18-0060SD2,0,1,g,kg,Buy
setup.product_template.1123,product,Ingredients / Flavors - Sweeteners - Colors,RFA498,Flavor - Organic Compliant Sweet Cherry ZE63287,0,1,g,kg,Buy
setup.product_template.1124,product,Ingredients / Flavors - Sweeteners - Colors,RFA499,Flavor - Orange PE54,0,1,g,kg,Buy
setup.product_template.1125,product,Ingredients / Flavors - Sweeteners - Colors,RFA500,Flavor -Organic Blue Raspberry CF-3100643,0,1,g,kg,Buy
setup.product_template.1126,product,Ingredients / Flavors - Sweeteners - Colors,RFA501,Flavor - Organic Compliant Apple ZE64808,0,1,g,kg,Buy
setup.product_template.1127,product,Ingredients / Flavors - Sweeteners - Colors,RFA502,Flavor - Organic Compliant Apple ZE64809,0,1,g,kg,Buy
setup.product_template.1128,product,Ingredients / Flavors - Sweeteners - Colors,RFA503,Flavor - Organic Compliant Orange PU58,0,1,g,kg,Buy
setup.product_template.1129,product,Ingredients / Flavors - Sweeteners - Colors,RFA504,Flavor - Maple NG13,0,1,g,kg,Buy
setup.product_template.1130,product,Ingredients / Flavors - Sweeteners - Colors,RFA505,Flavor - Creamy Birthday Cake ZE43749,0,1,g,kg,Buy
setup.product_template.1131,product,Ingredients / Flavors - Sweeteners - Colors,RFA509,Flavor - Brown Sugar Molasses FAST012,0,1,g,kg,Buy
setup.product_template.1132,product,Ingredients / Flavors - Sweeteners - Colors,RFA510,Flavor - Oatmeal Cookie FASP181,0,1,g,kg,Buy
setup.product_template.1133,product,Ingredients / Flavors - Sweeteners - Colors,RFA511,Flavor - Spice HY38,0,1,g,kg,Buy
setup.product_template.1134,product,Ingredients / Flavors - Sweeteners - Colors,RFA513,Flavor - White Chocolate TM49,0,1,g,kg,Buy
setup.product_template.1135,product,Ingredients / Flavors - Sweeteners - Colors,RFA514,Flavor - Chocolate Mint E22063493,0,1,g,kg,Buy
setup.product_template.1136,product,Ingredients / Flavors - Sweeteners - Colors,RFA515,Flavor - Peppermint HM51,0,1,g,kg,Buy
setup.product_template.1137,product,Ingredients / Flavors - Sweeteners - Colors,RFA516,Flavor - Partially Defatted Peanut Flour 28% Fat Dark Roast 522847,0,1,g,kg,Buy
setup.product_template.1138,product,Ingredients / Flavors - Sweeteners - Colors,RFA517,Flavor - Nat Dairy Type Modifier (organic) 10DV820292,0,1,g,kg,Buy
setup.product_template.1139,product,Ingredients / Flavors - Sweeteners - Colors,RFA518,Flavor - Chili Pepper E22108736,0,1,g,kg,Buy
setup.product_template.1140,product,Ingredients / Herbals - Botanicals,RHA002,5-HTP from Griffonia simplicifolia,0,1,g,kg,Buy
setup.product_template.1141,product,Ingredients / Herbals - Botanicals,RHA004,Acai berry 4:1 PE,0,1,g,kg,Buy
setup.product_template.1142,product,Vitamins / Vitamin C,RHA005,Acerola Berry Powder,0,1,g,kg,Buy
setup.product_template.1143,product,Ingredients / Herbals - Botanicals,RHA005,Acerola Berry 18% Vitamin C,0,1,g,kg,Buy
setup.product_template.1144,product,Ingredients / Herbals - Botanicals,RHA019,Apigenin 98%,0,1,g,kg,Buy
setup.product_template.1145,product,Ingredients / Herbals - Botanicals,RHA026,Artichoke leaf 15% chlorogenic acids,0,1,g,kg,Buy
setup.product_template.1146,product,Ingredients / Herbals - Botanicals,RHA029,Ashwagandha (Withania somnifera) root/stem/leaf 5:1 PE,0,1,g,kg,Buy
setup.product_template.1147,product,Ingredients / Herbals - Botanicals,RHA031,Ashwagandha 1.5% withanolides + 1% alkaloids,0,1,g,kg,Buy
setup.product_template.1148,product,Ingredients / Herbals - Botanicals,RHA032,Ashwagandha powder (ORGANIC),0,1,g,kg,Buy
setup.product_template.1149,product,Ingredients / Herbals - Botanicals,RHA033,Ashwagandha root 8% withanolides,0,1,g,kg,Buy
setup.product_template.1150,product,Ingredients / Herbals - Botanicals,RHA034,Astragalus 10:1 extract,0,1,g,kg,Buy
setup.product_template.1151,product,Ingredients / Herbals - Botanicals,RHA037,Avena sativa (oat) 10 to 1,0,1,g,kg,Buy
setup.product_template.1152,product,Ingredients / Herbals - Botanicals,RHA038,Bacopa monnieri 20% bacopasides,0,1,g,kg,Buy
setup.product_template.1153,product,Ingredients / Herbals - Botanicals,RHA039,Bacopa monnieri 50% bacopasides,0,1,g,kg,Buy
setup.product_template.1154,product,Ingredients / Herbals - Botanicals,RHA042,Banaba Leaf 1% Corosolic Acid,0,1,g,kg,Buy
setup.product_template.1155,product,Ingredients / Herbals - Botanicals,RHA045,Bearberry (Uva ursi) powder,0,1,g,kg,Buy
setup.product_template.1156,product,Ingredients / Herbals - Botanicals,RHA046,Beet Root Powder,0,1,g,kg,Buy
setup.product_template.1157,product,Ingredients / Herbals - Botanicals,RHA047,Berberine HCl 97% Powder,0,1,g,kg,Buy
setup.product_template.1158,product,Ingredients / Herbals - Botanicals,RHA051,Bilberry 25% anthocyanidins,0,1,g,kg,Buy
setup.product_template.1159,product,Ingredients / Herbals - Botanicals,RHA055,Bitter melon 5% PE,0,1,g,kg,Buy
setup.product_template.1160,product,Ingredients / Herbals - Botanicals,RHA058,"Black ginger 2.5% 5,7-dimethoxyflavone (Kaempferia)",0,1,g,kg,Buy
setup.product_template.1161,product,Ingredients / Herbals - Botanicals,RHA064,Blueberry fruit powder,0,1,g,kg,Buy
setup.product_template.1162,product,Ingredients / Herbals - Botanicals,RHA065,Boswellia serrata gum resin 65% boswellic acids,0,1,g,kg,Buy
setup.product_template.1163,product,Ingredients / Herbals - Botanicals,RHA066,Boswellin Super,0,1,g,kg,Buy
setup.product_template.1164,product,Ingredients / Herbals - Botanicals,RHA070,Broccoli 4:1 extract,0,1,g,kg,Buy
